year,quarter,speaker,sentence,financial_terms,is_citi_member,Mentions Capital Adequacy & Buffers,Capital Adequacy & Buffers phrase,Mentions Liquidity,Liquidity phrase,Mentions Credit Risk & Loan Quality,Credit Risk & Loan Quality phrase,Mentions Stress Testing & Scenario Planning,Stress Testing & Scenario Planning phrase,Mentions Supervisory & Regulatory References,Supervisory & Regulatory References phrase,Mentions Regulators,Regulators phrase,Mentions Frameworks,Frameworks phrase,Mentions Internal Metrics,Internal Metrics phrase
2022,Q1,Jane Fraser,And from the stranded costs and the divestitures we know we'll have opportunities there.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2022,Q1,Jane Fraser,We talked about at Investor Day also being in a position to simplify the management structure and take out some of the structural expenses there.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2022,Q1,Jane Fraser,So this is going to be an area of continued focus for Mark and I.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2022,Q1,Jane Fraser,"But we'll make sure that not only are we managing the arc and ensuring there is one, but also that we generate the benefits from our shareholders from all of this.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2022,Q1,Jane Fraser,"And it's something I feel exceedingly high accountability for, as does the management team.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2022,Q1,Jane Fraser,We get it.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2022,Q1,Operator,And there are no more further questions.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2022,Q1,Operator,I will turn the call over to Jen Landis for closing remarks.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2022,Q1,Jennifer Landis,"Thank you, everyone, for joining us today.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2022,Q1,Jennifer Landis,"If you have any follow-up questions, please reach out to IR.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2022,Q1,Jennifer Landis,Enjoy the day.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jenniferlandis,"Good morning and thank you allforjoiningus.I'd like to remind you that today's presentation, which is available for download on our website, citigroup.com, may contain forward-looking statements, which are based on management's current expectations and are subject to uncertainty and changes in circumstances.",,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jenniferlandis,"Actual results may differ materially from these statements due to a variety of factors, including those described in our SEC filings.",,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jenniferlandis,"With that, I'llturn it overto Jane.",,no,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"Thank you, Jenn, hello to everyone joining us today.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"Well, 2023 is shaping up to be another interesting year, given the tumultuous events of the last few weeks.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"I am going to share some observations, and then we'll turn to what was a good quarter.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"First, our banking system as a whole is very strong.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"While a small handful of institutions still have challenges to overcome, the U.S. financial system remains unmatched globally.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,And I feel confident saying that as someone who has worked in many different systems around the world.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"The U.S. system comprises a healthy mix of community banks, regional banks and global banks including Citi.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"We all have important but different roles to play, serving different clients with different needs and on different scales.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"I would also point to the rapid response by state, federal and international regulators that helped reinforce confidence in the system at a critical juncture.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,I am pleased that Citi has been a source of stability for the financial system and a source of strength for our clients.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"We are in a position to play this role because our strategy is delivering a simpler, more focused bank.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,We benefit from a diversified earnings base and resilient business model.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"This is reinforced by our robust balance sheet management, liquidity position and strong risk management frameworks.",liquidity,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"We are disciplined in how we run the firm, from client selection to capital planning.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,And it is also thanks to our people.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,I want to express my pride in our colleagues around the world who have worked tirelessly last month to serve clients as they turned to Citi as a port in the storm.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,Recent events have shown that prudent asset and liability management is absolutely paramount.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"While Mark is going to walk you through our approach and our focus on interest rate risk, liquidity, and capital, I do want to mention a few things.",liquidity,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"In terms of assets, our loans are high-quality and short-duration.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,We have highly-liquid investment securities and a significant amount of cash.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"We have over $1 trillion of available liquidity resources, including $584 billion of HQLA and an LCR of 120%.","billion, trillion, liquidity",yes,No,,Yes,lcr,No,,No,,No,,No,,No,,Yes,lcr
2023,Q1,Jane Fraser,"And we maintain a diverse set of funding sources, including over $1.3 trillion of deposits across corporates, consumers, industries, and regions, many of which are operational in nature.",trillion,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"The cornerstone is our institutional deposit base, which comprises about 60% of our deposits.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,Most of these deposits are particularly sticky because they sit in operating accounts that are fully integrated into how our multinational clients run their businesses around the world from their payrolls to their supply chains to their cash and liquidity management.,liquidity,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"80% of these deposits are with clients who use all three of our integrated services- payments & collections, liquidity management and working capital solutions.",liquidity,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"The data that we aggregate from these deposits and their related flows is fundamental to how our clients manage their efficiency, risk and compliance.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,This greatly increases our deposit stickiness.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,And that is also why nearly 80% of these deposits are from client relationships that are 15 years old or more.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"Finally, we operate a strong risk framework that looks at both asset and liability concentrations across client segment, industry, and region, and we are confident in the size and nature of our exposures given our rigorous stress testing.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"We also diligently manage counterparty risk, which is critical given the interconnectedness of financial institutions.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,We are in a strong position to navigate whatever environment we face which is particularly relevant given the degree of uncertainty today.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"The Fed continues to use rate policy to battle inflation, which has been more than stubborn in services, even as we see signs of cooling in labor and manufacturing.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,We expect the recent events to be disinflationary and credit to contract.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"We believe it is now more likely that the U.S. will enter into a shallow recession later this biggest unknown is the impact on terminal short-term US interest rates and, of course, how the debt ceiling plays out.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"In Europe, the ECB is on a similar, but more difficult, quest to tame inflation.",,yes,No,,No,,No,,No,,No,,Yes,ecb,No,,No,
2023,Q1,Jane Fraser,They have had some help from lower-than-expected energy prices and the outlook continues to be a bit brighter.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"However, the war in Ukraine sadly shows no sign of ending and Europe faces more structural challenges such as the need for increased defense spending, higher energy costs and fiscal burdens that will make efforts to dampen inflation and stimulate growth more difficult.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"In Asia, the reopening of China is adding to the momentum in the region although the Chinese consumer has been slower to rebound than expected.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"I saw many green shoots firsthand talking to our clients and our bankers in my various trips to India, Japan, and Hong Kong this year.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,We have to keep a close eye on geopolitics as the US-China relationship becomes increasingly strained and is fragmenting economic blocs.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,We see this translate into shifts in flows and heightened cross-border volume across TTS and our global network.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,of $2.19.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,We had good revenue growth of 6% ex-divestitures and both revenue and expenses were in line with our guidance.,revenue,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,Our ROTCE of nearly 11% benefitted from the closing of the sales of our consumer businesses in India and Vietnam and would have been over 9% without those gains.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,Let me highlight our operating performance in each of our five core businesses.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"In Services, TTS continued to go from strength to strength, with revenues up 31%.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,Non-interest revenue was up 11% quarter-on-quarter-on the back of increased cross-border activity and good performance in commercial cards due to the rebound of corporate travel.,revenue,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"Securities Servic 23% as we executed on new mandates, onboarded new AUC and benefitted from higher rates.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"Within Markets, our Fixed Income revenues were up 4% from a year ago.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,We benefitted from excellent performance in Rates and continued engagement from our corporate clients.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"The first quarter of 2022 was no slouch, as you may recall, but this quarter was our third-best in a decade.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"Equities was weaker however - down markedly in both derivatives and cash, but still had revenues north of $1 billion.",billion,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"Banking was down again, but there were signs of the beginning of a rebound, including increased activity in the investment grade debt market.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"In US Personal Banking, our cards businesses gained momentum as all drivers continue to normalize to pre COVID levels.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,Branded Cards and Retail Services saw revenues up 18% and 24% respectively.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,Retail Banking saw some growth as we continue to see good momentum in mortgages and installment lending and also experienced a significant increase in digital deposits.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,We did see a notable softening in consumer spending growth over the course of the quarter.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"Travel and entertainment continued to grow in March, but essentials were flat, and almost all other spend categories were down.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,Savings rates are below historic averages.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"While the upper quintiles of household income still have roughly a trillion dollars in excess savings, the savings of the lower quintiles have been significantly drawn down.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,So we are keeping a diligent eye on the lower FICO bands as economic growth and services spend slow.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"Finally, we remain confident about the prospects of our Wealth business.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"Despite the challenging headwinds, growth in Citigold accounts, client acquisition and client advisors were all solid and we expect these drivers to flow through to revenue later this year and beyond.",revenue,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,We also saw the early signs of a long awaited Asian recovery.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,We built credit reserves this quarter on the back of growth in revolving balances in cards and poorer macro outlooks.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,NCLs continued to normalize in Consumer while the health of our corporate base was evident in another quarter of very low NCLs.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"Finally, we continue to generate capital through our earnings.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"With our CET1 ratio now at 13.4%, we have room to absorb the temporary, upfront impact should we sign a deal for Mexico.",cet1,yes,Yes,cet1,No,,No,,No,,No,,No,,No,,Yes,cet1 ratio
2023,Q1,Jane Fraser,"As you know, we continue to pursue a dual path here.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,And we are committed to increasing the amount of capital we return to our shareholders over time.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"As you can see from slide three, in addition to good operating performance from our businesses and, despite everything else going on in the industry, we got a lot done this quarter as we implement the strategy that we shared with you at Investor Day.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,We closed the sales of our consumer businesses in India and Vietnam.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,Indonesia and Taiwan are next on the list to close later in the year.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"Our Asian consumer sales will then be complete, and we are intensifying our efforts to eliminate stranded costs and simplify our organizational structure.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,We made some significant leadership announcements.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,I am delighted that Andy Sieg will join Citi at my table as the new head of Wealth Management.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,Andy is a widely respected leader in this space and comes to us after running an $18 billion business with $2.8 trillion in client balances.,"billion, trillion",yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,He is the latest and the most visible example of the excellent talent we have attracted over the last couple of years.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"With Karen Peetz retiring, we named Anand Selva as our Chief Operating Officer and asked him to take on running our enterprise-wide Transformation program in addition to his current responsibilities.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,Anand has been at Citi for over three decades and has a strong track record of delivering results.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"In terms of our Transformation, we are completely focused on executing our plans to address the consent orders and improve our risk and control environment.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"Mark will walk you through specific examples of how we are modernizing our infrastructure, simplifying processes, and improving data quality.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"Importantly, these efforts will impr relentless focus on delivering.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,Our strategy is clear.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,Our business model is resilient and diversified.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,Our balance sheet is strong.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,We are making good progress on execution.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"Amidst considerable turmoil, we are delivering on our guidance and our commitments.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,Our team is determined to continue delivering with excellence.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Jane Fraser,"With that, I would like to turn it over to Mark and then we would be delighted, as always, to take your questions.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"Thank you, Jane, and good morning, everyone.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"I am going to start with the Firmwide financial results, focusing on year-over-year comparisons for the first quarter unless I indicate otherwise, and spend a little more time on expenses, our balance sheet and capital.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,Then I will turn to the results of each segment.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"On slide 4, we show financial results for the full firm.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"In the first quarter, we reported net income of approximately $4.6 billion and an EPS of $2.19 and a RoTCE of nearly 11% on $21.4 billion of revenues.","billion, , net income",yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"Embedded in these results are pre-tax divestiture-related impacts of approximately $950 million, largely driven by the gain on sale of the India consumer business.",million,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"Excluding these items, EPS was $1.86 with an RoTCE of over 9%.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"In the quarter, total revenues increased by 12% on a reported basis and increased 6% excluding divestiture-related impacts as strength across Services, Fixed Income and .S Personal Banking was partially offset by declines in Investment Banking, Equity Markets and Wealth, as well as the revenue reduction from the closed exits and wind-downs.",revenue,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"Our results include expenses of $13.3 billion, an increase of 1% versus the prior year.",billion,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"Excluding divesture related costs in the prior year, expenses increased by 5% largely driven by the transformation, other risk & control investments and inflation, partially offset by productivity savings and the expense reductions from the exits and wind-downs.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"Cost of credit was approximately $2.0 billion, primarily driven by the continued normalization in Card net credit losses and ACL and other provision builds of approximately $700 million, largely related to a deterioration in macroeconomic assumptions and growth in card revolving balances.","billion, million",yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"At the end of the quarter, we had nearly $20 billion in total reserves with a reserve-to-funded loans ratio of approximately 2.7%.",billion,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"On Slide 5, we show an expense walk for the first quarter, with the key underlying drivers.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"Transformation investments drove ~1% of the growth largely in the data, finance and risk and control programs.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"And 4% of the increase is driven by structural, largely in the form of compensation and benefits including the full-year impact of the people we hired last year as well as those we hired in the first quarter.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,Embedded in this structural bucket are a few key items.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"First, other risk and control investments that are enterprise wide and in the businesses make up about 2% of the total expense increase.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"Second, the impact of additional front and back-office hires.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"Third, inflation and severance costs.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"All of this was partially offset by productivity savings as well as the benefit from foreign exchange translation and the expense reduction from the exits and across the firm, technology-related expenses grew 12%.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"We recognize these investments have driven a significant increase in expenses, but they are crucial to modernize the firm, address the consent orders and position Citi for success in the years to come.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,investing in and the benefits we will see over time.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"In many cases, these investments will simplify our processes and platforms.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"For example, we are retiring and consolidating 20 cash equities platforms to one single modern platform, eliminating costs over time.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"And we have consolidated 11 platforms to one global sanctions-screening platform, reducing false alerts, improving the client experience and eliminating costs.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"We are also modernizing our infrastructure and the security of our data and information by enhancing cyber security through the use of AI and improving the security of our infrastructure and devices, leading to fewer operating losses.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"And we are leveraging industry-leading cloud-based solutions to modernize and streamline the connectivity between our front office systems and the general ledger, eliminating manual processes and operating costs over time.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,We are driving the strategy by investing in the client experience both in terms of our technology interface and innovative new products.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,We launched our cloud-based instant payments platform for eCommerce clients in TTS.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"We are also deploying CitiDirect Commercial Banking, our mobile and digital interface for Commercial clients so they too can open accounts and access all products and services across ICG in the same way our Large Corporate clients do.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"And finally, we are investing in data to create advanced decision making, client targeting, and risk management capabilities which has allowed us to enhance our returns through greater RWA efficiency.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,And we expect many of these investments to generate efficiencies that will allow us to self-fund future investments over time.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"first quarter, net interest income increased by approximately $80 million, largely driven by interest-earning balances in cards.","net interest income, million",yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,Average loans were up slightly as growth in PBWM was largely offset by a decline in ICG.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"Average deposits were also up slightly, driven by growth in both PBWM and ICG.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,And our net interest margin increased 2 basis points.,,yes,No,,No,,No,,No,,No,,No,,No,,Yes,net interest margin
2023,Q1,Mark Mason,"On Slide 8, we show key consumer and corporate credit metrics.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,We are well reserved for the current environment with nearly $20 billion of reserves.,billion,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,Our reserves-to-funded loans ratio is approximately 2.7%.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"And within that, US Cards is 8.1%.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"In PBWM, 44% of our lending exposures are in US cards and of that exposure, nearly 80% is to customers with FICOs of 680 or higher.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"And NCL rates, while reflecting some typical seasonality this quarter, are still below pre-COVID levels and are normalizing in line with our expectations.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,The remaining 56% of our PBWM lending exposure is largely in Wealth and predominantly mortgages and margin lending.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"In our ICG portfolio, of our total exposure, approximately 85% is investment grade.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"Of the international exposure, approximately 90% is investment grade or exposure to multinational clients or their subsidiaries.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,And corporate non-accrual loans remain low at about 40 basis points of total loans.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"As you can see on the page, we break out our Commercial Real Estate lending exposures across ICG and PBWM which total $66 billion, of which 90% is investment grade.",billion,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"So, while the macro and geopolitical environment remains uncertain, we feel very good about our asset quality, exposures and reserve levels and we continuously review and stress the portfolio under a range of scenarios.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,additional metrics to the page to provide additional transparency into how we manage the balance sheet.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"We maintain a very strong $2.5 trillion balance sheet which is funded in part by a well-diversified $1.3 trillion deposit base across regions, industries, customers and account types which is deployed into high quality, diversified assets.",trillion,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,Our balance sheet is a reflection of our strategy and well diversified business model.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"We leverage our unique assets and capabilities to serve corporates, financial institutions, investors, and individuals with global needs.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"First, the majority of our deposits, $819 billion, are institutional, and span 90 countries.",billion,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"And the majority of these institutional deposits tend to be interest rate sensitive so when rates go up, we reprice the deposits accordingly, but that reprice takes into account the overall client relationship as well as the level of rates.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"But despite this interest rate sensitivity, these deposits tend to be stable as they are tied to the operational services we provide.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,And these institutional deposits are complemented by $437 billion of US Retail consumer and global wealth deposits as you can see on the bottom right side of the page.,billion,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"These deposits are well diversified across the Private Bank, Citigold, Retail and Wealth at Work as well as across regions and products, with 75% of US Citigold clients and approximately 50% of ultra-high net worth clients having been with Citi for more than 10 years.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"Our wealth deposits tend to also be interest rate sensitive, but this usually results in our customers moving to higher-yielding investment and deposit products.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"Now turning to the asset side, at a high-level, you can think about our deposits being largely deployed in three asset buckets loans, investment securities and cash which complement the interest rate sensitivity and liquidity value of our liabilities.",liquidity,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,And this deployment is also linked to our strategy we use our resources to lend and transact with our clients in ways that deepen the relationship and drive returns for our shareholders while maintaining strong liquidity and capital.,liquidity,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,Our $652 billion loan portfolio is well diversified across consumer and corporate loans.,billion,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,And the duration of the total portfolio is approximately 1.3 years as the majority of these loans are variable-rate.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,About 35% of our balance sheet is in cash and investment securities which contribute to our $1 trillion of available liquidity resources.,"trillion, liquidity",yes,No,,No,,No,,No,,No,,No,,No,,No,
2023,Q1,Mark Mason,"And at the end of the quarter, we had an LCR of 120%, which means we have roughly $100 billion of HQLA in excess of the amount required by the rule to cover stressed outflows.",billion,yes,No,,Yes,lcr,No,,No,,No,,No,,No,,Yes,lcr
