year,quarter,speaker,text,financial_terms,is_citi_member,Mentions Capital Adequacy & Buffers,Capital Adequacy & Buffers phrase,Mentions Liquidity,Liquidity phrase,Mentions Credit Risk & Loan Quality,Credit Risk & Loan Quality phrase,Mentions Stress Testing & Scenario Planning,Stress Testing & Scenario Planning phrase,Mentions Supervisory & Regulatory References,Supervisory & Regulatory References phrase,Mentions Regulators,Regulators phrase,Mentions Frameworks,Frameworks phrase,Mentions Internal Metrics,Internal Metrics phrase
2021,Q2,Jane Fraser,"And the only piece I'd add in is as we're doing this work on the strategy and the plans going forward, both Mark and I have a high degree of confidence around the capital generating capability of the franchise and look forward to returning excess capital to you over and above what we'll be doing to invest and close that return gap with our peers.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Operator,Your next question will come from Matt O'Connor with Deutsche Bank. MATT O’,,no,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Connor,"Good morning. I just wanted to follow up on the dividend commentary. I understand the preference to buy back stock and you're very explicit about wanting to do that below tangible book, so that makes sense. But I guess just kind of signaling the market, keeping a stable dividend, is there like a message there about the underlying earnings power or limited ability to increase the dividend? Because I'd think you'd want to at least top it up by a couple of pennies, just to kind of signal a positive trend, because it doesn't take that much capital to do that. So maybe you can elaborate a little bit on the dividend, again specifically on should we read into implied underlying earnings power? Are there any limits on increasing the dividend? Thank you.",,no,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Mark Mason,"Yeah. Let me be very clear. There's no underlying message there at all. It's as I stated in terms of where the stock is trading and it making sense to do buybacks. Our dividend yield is quite comparable to that of peers at close to 3%. And so – and there's no constraint on our ability to take capital actions. And we don't have any concerns about the earning power of the franchise. And in fact, many of the areas, as I mentioned earlier and as Jane has mentioned, we know are going to contribute to continued strength in our earnings power. So, well capitalized. We feel good about our earnings power and no concerns or no underlying message to the capital actions and direction of them that we spoke to. And again, we have the flexibility given the stress capital buffer as we go quarter-to-quarter to adjust as we see fit in the best interest of our investors.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Operator,"Your next question will come from Steven Chubak with Wolfe Research. Hello, Steven, your line is open.",,no,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Steven Chubak,"Mark, I was hoping to unpack just some of the NII guidance. I think there was just a little bit of confusion how it should be interpreted. So, it sounds like we're down $2.2 billion year-to-date and that the full year we shouldn't see any incremental declines from there. So that would imply about $10.5 billion NII run rate in the back half. I just want to make sure that's the right way to interpret the remarks.",billion,no,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Mark Mason,"Yeah. So, look, again, we do see kind of the NIR stabilizing and you see some of that particularly ex-markets but also in total on the page. Again, the guidance for total revenue is unchanged at down mid-single digits. You're right, as of the half, we're at down $2.2 billion as relates to net interest revenues. Look, the markets component of that can often be hard to predict, but what I'm suggesting is that any offset or any further pressure there will be offset likely in the fee momentum that we expect to see given the strength coming through this quarter.","billion, revenue",yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Operator,Your next question will come from Betsy Graseck with Morgan Stanley.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Mark Mason,"Hey, Betsy. Good morning.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Betsy Graseck,"Oh, hey. Thanks. Okay. I did have a question for Jane and you, Mark. The question has to do with how you're thinking about the importance of scale in the business refresh, I guess, I could call it that you're doing? And Jane, really, maybe you could help us understand how important scale is in what you're looking to execute here? I ask because many times I get questions from investors around what is Citi doing on the pieces of the business that don't have as much scale as the standout areas like Global, Fixed or Treasury Services or Mexico.",,no,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Jane Fraser,"Yes. First of all, scale is clearly very, very important here, particularly in a more digital world and as you point out, Betsy, TTS, for example, has – we're moving $4 trillion of volume a day around the world and we've got a number of franchises that have material scale and we only expect them to be growing and this is where the transformation program will be very helpful in ensuring the scalability of our platforms. We made the decision on Asia Pac and EMEA to exit the 13 markets where we didn't believe that we would be able to achieve the scale needed to compete in those very local part of the business so that we can focus our firepower in those areas where we're either ensuring we retain a leading market position or in other areas where we want to be investing to attain the scale that we think is going to be needed going forward. US Consumer is an obvious example of that. So I think as we – you'll hear from us going forward, more and more focus around what are our plans for those businesses for retaining the leading positions in this, aided by the transformation program, or in the areas where we'll be investing to attain greater scale and as I say, US Consumer is the obvious one. There are pockets in Commercial Bank we're excited by. Securities Services is one where we think it is very readily attainable, particularly given our pre and post trade capabilities and part of that scale, finally, will come from the linkages between our businesses as we create more connectivity. That will also provide us scale, so collectively the different franchises we have will be competitively advantaged and not just individually strong.",trillion,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Operator,Your next question will come from Ebrahim Poonawala with Bank of America. Please proceed.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Ebrahim Poonawala,"Good morning, Jane and Mark.",,no,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Mark Mason,Good morning.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Ebrahim Poonawala,"Just a follow-up – understand you're being deliberately in strategy leading up to, I guess, the Investor Day you mentioned next – first quarter next year. But as we think about just the investment spend and the expense outlook, handicap, Mark, if you could, the risk that we could see a little bit of an expense creep as you dig further deeper into this, both in terms of your guidance for mid-single digit expense growth this year and as we think about just the duration of that investment cycle over the next few years.",,no,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Mark Mason,"Yeah. Look, again, this is something that we control, right? So, again, I want to reiterate that we are making very deliberate decisions around the opportunities that we see across the franchise. And it's the right thing to do, right? So we're going to continue to do that. In terms of kind of risk to it, I don't think there are any surprises here, right? If revenues come in meaningfully different, there's a certain component of our expense base that's tied to revenues and so that would obviously move around. But aside from those volume-related expenses, transaction, compensation, et cetera, you should expect what I've guided towards in terms of the very deliberate decisions to put the money to work in this fashion and we're going to continue to do that. If we see more investment opportunities in 2021 or 2022, we're going to go after them because, again, we know that we can deliver on the benefits and the returns that are associated with putting that money to work.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Operator,Your next question will come from Gerard Cassidy with RBC.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Gerard Cassidy,"Thank you. Good morning, Mark. Good morning, Jane.",,no,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Mark Mason,Good morning.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Jane Fraser,Good morning.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Gerard Cassidy,"Mark, you said something interesting about the Investment Banking business revenues. I think you said that they were 39% or 38% higher than 2019. I'm checking my notes here. So your business is still nicely above the 2019 levels and we came through a period up until the pandemic that you're well aware of that it was somewhat challenging, the growth in Investment Banking and Trading businesses. As you look forward when you talk to your people in Investment Banking and in Global Markets, where do they see this? Because there seems to be an elevated amount of business due to what we just came through in the last 18 months. Do they think it's sustainable or do we get back to a 2019? What are those guys telling you about the next 12 to 24 months in those businesses?",,no,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Mark Mason,"Yeah. I'd start by saying we continue to have very, very good dialogue with our clients across the franchise and specifically in Investment Banking. And if you think about it, many businesses, many companies across industries are really having to take a look at their business model and think about how they want to transform their businesses coming out of this pandemic. Everything from how to think about digitization, how to think about going direct to consumers, what the pandemic means for supply chains, how people work remotely, how they manage their liquidity levels, what to do with that excess liquidity. Should they be buying or what? And so we're part of that dialogue, which is incredibly representative, I think – it represents strongly the franchise that we have. The general view from our clients is optimistic in terms of the go-forward environment. Yes, there's some things to kind of manage to, but there's a general level of optimism. And so what I represented relative to 2019 is while we are seeing normalization, we're normalizing at a higher level than where we ended in 2019 and we'd expect continued momentum and we'd expect to continue to take share over time. Jane, anything you want to add to that?",liquidity,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Jane Fraser,"Yeah. Mark, I think you covered it very well. There's a high level of client engagement with us at the moment really around the world and a lot of demand. We're seeing in addition to the Investment Banking side, this shift to e- commerce with clients needing our TTS services, our cross-border flows. We're seeing this translating into demand in trade starting to pick up nicely. The Commercial Banking side is another area that we're seeing a lot of new demand coming through from clients both from strategic activity with our investment bank as well as their own expansion globally that we're supporting them through our Treasury Services and the like. So I think there's a general sense of optimism. We have a fabulous pipeline. One never wants to jinx these things, but we really have a fabulous pipeline heading into the second half of the year around the world and it does give you a good sense of confidence of continued momentum.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Operator,Your next question will come from Mike Mayo with Wells Fargo Securities.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Mike Mayo,"Hi. I'm going to ask my question here and then re-queue. The real question is just on capital. I mean, you're not blind to the fact that your tangible book value is $78 and your stock price is $68. So, we should probably be selling your desk chairs and your silverware and anything you can to buy back your stock, I would think. So, along those lines, the first question is when you're looking at these sales of assets, 13 Consumer markets, do you expect to have a gain on those or a loss on those relative to where they're marked currently?",,no,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Mark Mason,"Yeah. So, look, I mean, I think I'd tell you, Mike, that we, as Jane mentioned, we've seen strong interest from buyers as it relates to those assets. And there's no surprise, just given we think those are good businesses, just not of scale as Jane mentioned for us. We've got to run that process through and see what that results in and I'll continue to be transparent with you as to where gains and losses or how it flows through our financials, but I'm not going to sit here and tell you whether it's gains or losses or what it means specifically for those 13 markets. What I will tell you is that as capital is freed up from those transactions, we'll continue to make very deliberate decisions around what to do with that capital, first, looking at growth opportunities that can deliver returns above our cost of capital, and then looking towards how we can return as much of it to shareholders as it makes sense in the form of buybacks, dividends, et cetera. And we've been disciplined about that to date and we're going to continue to be disciplined about that.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Mike Mayo,"So, to clarify, if I got this right, your CET1 ratio is 11.9% and your return on capital above 11.5%. So, if you were to quantify the dollar amount of that, how much would that mean in potential buybacks at this point and then I assume that would not include any capital freed up from any sale? So, you could have potential to buy back a lot of stock if you were willing and able, is that correct?",cet1,no,Yes,cet1,No,,No,,No,,No,,No,,No,,Yes,cet1 ratio
2021,Q2,Mark Mason,A little bit over $4 billion of excess capital between the 11.5% and the 11.9% and so that's what that equates to.,billion,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Operator,Your next and final question will come from Vivek Juneja with JPMorgan. Please proceed.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Vivek Juneja,Hi. Thanks for taking my questions. A couple.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Mark Mason,Good morning.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Vivek Juneja,"Good morning. Mark, any comments on promotional trends that you're seeing in card pricing, given everybody is back focusing on the business? You mentioned marketing spend, but can you talk a little about what you're seeing in promotional pricing in that?",,no,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Mark Mason,"Yeah. I guess, what I'd say is simply that as expenses would suggest and as we stated, we are legging back into bringing on new card customers. And so – and what we're seeing is that our acquisitions are largely at pre- COVID, pre-crisis or pre-pandemic levels and, frankly, we're seeing normal behaviors as those card customers come on. And as has always been the case, it's going to be a mix in terms of the acquisition strategy, but thus far, we're seeing normal behaviors, if you will. And look, the new account acquisitions skewed towards Branded Cards and they're in products that are less reliant on the 0% offers and products like Flex Pay and Flex Loan, which will generate interest immediately as those balances grow.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Operator,We do have one more question in queue from Mike Mayo with Wells Fargo Securities.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Mike Mayo,"Hi. An unrelated question. Just, Jane, as you think about the technology approach, doing it yourself through Citigroup and pairing up with partners, what's the status of the relationship with Google and Google Plex and your desire to use third-parties to gather new customers at lower initial cost, but maybe not as much lifetime value? If you think of that trade-off, what's your current thinking today? And we haven't heard much about the Google relationship despite some initial headlines. Thanks.",,no,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Jane Fraser,"Yeah, hey there, Mike. Excellent question. The partnership with big tech is an important part of our disrupter strategy in the US as we're looking at both how do we enhance value propositions to customers, the customer base itself, and then these new ecosystems that are evolving. And I think there's no question that COVID has accelerated the embedded finance model in the US, just think of the travel ecosystem, think of home improvement ecosystems. The benefit we've got is that for us, it's not a new space to us. We've been very much engaged with partners in Asia, Grab, Paytm, and WeBank as well as our traditional partners. What we find with these partnerships is that we learn a lot because it's still early days in the development of these new ecosystems. We learn a lot about marketing, about user experiences, around the tech stacks. It's certainly enables us to tap into next generation customer bases, but also importantly, it goes beyond consumer. And so if we look on the corporate side, our partnership with Stripe, the work that we're doing in TTS with Project Spring of enabling payments is a core piece, particularly as wholesale and retail kind of collapses some of these payment chains into one. So with Google Plex and several other tech partnerships that we have in the States and elsewhere in the world, we're very deliberately going about creating a broad suite of APIs and partner integration capabilities so that we're able to integrate other partners into our offerings, develop more innovative solutions without necessarily having to build it or buy it all ourselves. And Citi Plex with Google is an example of that. We are actively testing features with our own employees at the moment. We'll be finalizing dates. We'll share that with you when available. But it's one of many different partnerships that we have and an important partner for us, but far from the only one here in the States to help us disrupt and grow going forward.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Operator,We do have a follow-up question from Vivek Juneja with JPMorgan.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Vivek Juneja,"Hi. Sorry. But I kind of have a second question and that's on capital. Given that you're headed towards a higher GSIB bucket, Mark, Jane, what you're all thinking in terms of that, in terms of not just capital targets, anything you can do about that, because I know that's a year – a little over a year away from going into effect, but obviously, you're thinking about target capital, we'll have to keep in mind what's coming down the pipe for you.",,no,No,,No,,No,,No,,Yes,gsib,No,,No,,No,
2021,Q2,Mark Mason,"Sure. And look, as you know, with all of the liquidity in the market, many of us have seen pressure on our GSIB score. That certainly has been the case for us and it wouldn't go into effect, the higher GSIB score of 3.5% until the beginning of 2023. And we look at the entire capital stack holistically, the 11.5% target in our case, which is well above reg minimums, but certainly does consider that in it. And there are elements of that, as I mentioned earlier, that we can influence and control. So the stress capital buffer is part of that, and I talked earlier about our ability to influence those levers without having full understanding of the Fed models, we know we can influence PPNR, we know we can influence the balance sheet and how it gets allocated and ultimately, what stress losses come out of it. And so we will continue to manage that. We will still have a buffer obviously, even with a higher GSIB score. And as you know, regulators continue to talk about capital as being at about the right levels in the system and they'll continue to look at drivers that influence the stack as well, including GSIB and balance sheet size, et cetera, and we'll see how that evolves. But again, we feel good about where we are. We're well capitalized. We have a good sense for the drivers going forward that will create capital capacity for us and we intend to, again, invest that where it makes sense and return that otherwise to our shareholders.",liquidity,yes,No,,No,,No,,No,,Yes,gsib,No,,No,,No,
2021,Q2,Operator,I would now like to turn the call back over to Elizabeth Lynn for closing remarks.,,no,No,,No,,No,,No,,No,,No,,No,,No,
2021,Q2,Elizabeth Lynn,Thank you all for joining today's call. Please feel free to reach out to us in IR with any follow-up questions and thank you again and have a nice day.,,yes,No,,No,,No,,No,,No,,No,,No,,No,
2022,Q2,Jennifer Landis,"Thank you, operator. And thank you all for joining us. I'd like to remind you that today's presentation, which is available for download on our website, citigroup.com, may contain forward-looking statements which are based on management's current expectations and are subject to uncertainty and changes in circumstances. Actual results may differ materially from these statements due to a variety of factors including those described in our SEC filings. With that, I'll turn it over to Jane.",,yes,No,,No,,No,,No,,No,,No,,No,,No,
2022,Q2,Jane Fraser,"Thank you, Jenn and thank you everyone for joining us today. When we last spoke, we said the macro and geopolitical outlook was complex and uncertain, so in one sense, little has changed. However, the headwinds have certainly crystallized. And it's against that backdrop that I'm proud of the results our team delivered this quarter as we execute on our strategy and transformation. There are mounting costs to the series of supply shocks we've experienced, and now we need to pay attention to an additional S in ESG, and that is security. In addition to energy and cybersecurity, food security has also come into sharper focus, threatening to spread the humanitarian cost of the war well beyond Europe. Resiliency is the new priority for governments and corporates alike. And all of this is adding to inflationary pressures which are in turn being met with a more hawkish response from the Fed and other central banks, all contributing to sharply lower US consumer confidence. Higher rates and QT will keep volatility high. That said, while sentiment has shifted, little of the data I see tells me the US is on the cusp of a recession. Consumer spending remains well above pre-COVID levels, with household savings providing a cushion for future stress, and as any employer will tell you, the job market remains very tight. Similarly, our corporate clients see robust demand and healthy balance sheets, with revenue softness attributed to supply chain constraints so far. So, while a recession could indeed take place over the next two years in the US, it's highly unlikely to be a sharper downturn as others in recent memory. I'm just back from Europe, where it's a different story. We expect a very difficult winter is coming, and that's due to disruptions in the energy supply. There is also increasing concern about the second-order effects on industrial production and how that will affect economic activity across the continent. And the mood is, of course, further darkened by the belief that the war in Ukraine will not end anytime soon. In Asia, a rebound in China also faces some constraints, given the potential for future lockdowns, the amount of leverage in the Chinese economy, and stress in their property sector. Given this uncertain environment, I'm quite pleased with our overall performance. We reported net income of $4.5 billion, an EPS of $2.19, and an RoTCE of 11.2%. We grew revenues at 11% year-over-year, whilst remaining on track to meet our expense guidance for the year. Services continued to show excellent momentum, with revenues up 28% year-over-year. While some of that growth is a result of the rate environment, we had double-digit fee growth, consistent with the strategy we presented to you in March. TTS in particular fired on all cylinders as clients took advantage of our global network, leading to the best quarter this business has had in a decade. The market volatility that we saw in the first quarter continued into the second, driving corporate clients in particular to be more active in risk management, contributing to revenue growth of 25% in Markets. The volatility we saw in foreign exchange rates, commodities, and equity derivatives favored our mix, and we were more efficient in our capital usage. Now, while this level of activity is related to where we are in the current cycle rather than a new baseline end market, I believe we are helping our clients navigate this environment quite well, and it shows how our emphasis on our corporate clients globally, given their consistent trading needs, is a differentiating one for us in Markets. On the flip side, that same environment continues to put a great deal of pressure on the investment banking wallet, with our revenues down 46%. However, we are seeing an increase of lending as our clients are being less inclined to obtain financing through the debt markets given the recent swings. In US Personal Banking, the positive drivers we saw in our two credit card businesses over the last few quarters converted into solid revenue growth this quarter, most notably, 10% growth in Branded Cards. And you can see how resilient the consumer is in US through the elevated payment rates and the low level of credit losses. They have, however, shifted their spend far more to travel and entertainment, which are now outpacing 2019 levels. While volatility can be an opportunity for our trading desks, lower asset prices are a headwind for Wealth Management. Asia again was hit harder than other regions leading to flat year-over-year Wealth Management revenues overall. That said, we continue to execute our wealth strategy across a number of fronts, including building our base of client advisors, expanding our Private Bank's physical footprint to reach 20 countries, with the additions of Germany and France, and increasing referrals from our branch network in the US. So, the underlying strategic drivers for the long-term growth of this business continue to advance. Overall, while we did have a slight build in reserves, given the increasing possibility of a recession, we are operating from a position of strength. Our capital, liquidity, credit quality, and reserve levels are strong, and our diversified business mix also positions us well for the choppy waters on the horizon. Well, while the world has changed since we presented our Investor Day to you in March, our strategy has not. We have continued to execute it with discipline and with urgency. The quarterly report card on slide 3 should help you hold us accountable for our progress. We are laser-focused on the long-termgoals we set out in March, and I see this quarter's performance as validating that we are indeed on the right path. Simplifying the firm is a high priority, and we made good progress executing on our divestitures such as closing the sale of Australia during the quarter. We are well into the sales process in Mexico, working through the regulatory and legal dynamics that can be expected in a transaction of this nature. In terms of Russia, we continue to shrink the size of our business and take steps to reduce our financial exposure. Given the complex environment, we are considering the full range of possibilities to exit our consumer and commercial banking businesses, including portfolio sales. As divestitures such as Australia progress, we are beginning to eliminate stranded costs and simplify our model, and this discipline is critical to ensuring we have the resources to invest in the businesses where we want to gain or maintain a competitive advantage and to ensure the success of our transformation. To that point, we were particularly pleased that our AML Consent Order was lifted by the OCC in April. We are committed to ensuring our technology, controls, and processes are up to the standards our regulators expect of us and we expect of ourselves. Let me end on capital. We increased our CET1 ratio to 11.9% this quarter, whilst returning $1.3 billion in capital, including a rather modest level of buybacks. Our tangible book value per share now exceeds $80. Despite the strength of our balance sheet and reserves, our stress capital buffer is set to increase to 4% in the fourth quarter as a result of this year's stress test scenario. So, over the near-term, we plan to build to a CET1 ratio of approximately 13%, including a 100 basis point management buffer. Over the medium term, our CET1 target remains at 11.5% to 12%. We are prioritizing our dividend and are pausing our share repurchases as we build capital. We have a management buffer which we can use to help ensure a smooth path to our required levels, and Mark will walk you through our approach in a few minutes. We will generate significant capital given our earnings power and the completion of pending divestitures. We know how important buybacks are to shareholder value creation, in particular when we are trading at these levels, and are committed to restarting them as soon as it is prudent to do so. We will make every effort to optimize our capital especially in businesses such as Markets so we balance the needs of our clients, our investors, and our regulators. Overall, in a challenging macro and geopolitical environment, our team delivered solid results, and the bank is in a very strong position to weather uncertain times whilst playing to our strengths. I'm confident about the path ahead, and I'm pleased with our early progress. Now, I'd like to turn it over to Mark, and then we'd be delighted, as always, to take your questions.","billion, , revenue, net income, liquidity, cet1",yes,Yes,cet1,No,,No,,Yes,stress test,No,,Yes,occ,No,,Yes,cet1 ratio
