bank,quarter,speaker,role,paragraph,word_count,page_number,sequence,confidence,topic_category
Citigroup,Second,OPERATOR,MODERATOR,The next question is from Gerard Cassidy with RBC. Your line is now open. Please go ahead.,17,11,32,0.6,qa_session
Citigroup,Second,GERARD CASSIDY,OTHER,"Thank you, Hi Jane, Hi Mark. Mark, regarding the comments you made about the higher
credit losses, the three factors that you gave us, can you also talk about, if this was a factor at all for you
folks, was there any FICO score inflation back during the pandemic that might be playing into these kind of
credit losses? And as part of the credit card question, you mentioned the CFPB, the fees that you have
factored in, the lower fees you factored that into your forward-look. Where do we stand on that? Do you
guys have any color on that as well?",103,11,33,0.6,opening_remarks
Citigroup,Second,MARK MASON,OTHER,"Yeah, so, on the first part of the question, look, we all kind of have talked about in the past,
the prospect of FICO inflation back during the COVID period of time. We've been very focused on ensuring
that acquisitions that we've made have been appropriately kind of analyzed in the underwriting of that to get
comfortable with the quality of new customers that we've been bringing on. In light of the environment, we
have looked at moving towards higher FICO scores for new account acquisitions. But as I think about what
we're seeing now, there is that dichotomy that I mentioned where we have the higher FICO score customers
that are driving the spend growth and that frankly have still continued strong balances and savings and it's
really the lower FICO band customers, where we're seeing the sharper drop in payment rates and more
borrowing. And so, the FICO inflation has effectively kind of fizzled out when we look at the mix and dynamic
of the customer portfolio that we have at this point.
And in terms of the CFPB late fees, well, I don't have an update on that. Like I said, we've built in an
assumption in our forecast. But in terms of the timing, I don't have a formal update on the certainty of it.",219,11,34,0.6,guidance
Citigroup,Second,OPERATOR,MODERATOR,The next question is from Ken Usdin at Jefferies. Your line is now open. Please go ahead.,17,11,35,0.6,qa_session
Citigroup,Second,KEN USDIN,OTHER,"Hey, thanks, good morning. Hey, Mark. Talking about the NII outlook and the fact that now
we've got a little bit of a discrepancy starting between US rates, maybe higher for longer, and then the
beginnings of some of the non-US curve starting to, at least put fourth their first cut. I know we've got that
good chart that you have in the Qs about the relative contributions. Can you just help us understand a little
bit of like just generally how you're thinking through that discrepancy and how that informs the difference
between",94,11,36,0.6,opening_remarks
Citigroup,Second,US,OTHER,"Yeah, thank you. So look, I think that as we look at it, out through the certainly through the
medium term, we expect to see continued NII growth at obviously a modest level, certainly lower than what
we've seen historically and that's in large part because or in part I should say because of how we've been
managing the balance sheet and that has allowed for us to reinvest as securities have rolled off and earn a
higher yield on them relative to what we were earning, in some instances, they were five-year terms on some
of these investments. And so we still think there's some upside from a reinvestment point of view.
The point you make around kind of non-US dollar or US rates kind of coming off, that'll play through a little
bit as we think about the beta increases that we're expecting outside of the US. And so, we've assumed that
we have higher betas pick up outside of the US. If rates kind of come off in a more substantive way, then we
could see kind of a little less NII pressure than we're forecasting there. But net-net, as I think about the
combination of volume growth that we're expecting between loans and deposits over that medium term, the
higher yield we can earn on our assets, combined with the pricing capabilities that we have across the
portfolio, offsetting some of that beta, we believe we'll have continued NII growth.
Copyright © 2024 Citigroup Inc. 11",250,11,37,0.8,opening_remarks
Citigroup,Second,KEN USDIN,OTHER,"Got it. Okay. And just one follow-up on the OCC amendment and that's specifically related to
the Resource Review Plan. Do you have a line of sight on how long that'll take you guys to finish because it
seems like and is that what we should be thinking about in terms of just understanding like what the side
of what you need to get done in terms of the other language that's written in the order?",76,12,38,0.6,general_discussion
Citigroup,Second,JANE FRASER,OTHER,"So, Ken, look, the Resource Review Plan is just that. It's a plan to ensure that we have
sufficient resources allocated towards achieving a timely and sustainable compliance to the order.
Essentially if an area is delayed or looking as if it could be, we'll determine what additional resourcing, if any,
is required to get back on track and then we'll share that with the OCC in a more formalized way than we do
today and we obviously review this pretty constantly ourselves.
We're already working on the plan. After it's finalized with the OCC it will be confidential supervisory
information that we can't disclose. So, we won't be able to tell you that the plan is, what the nature of the
plan is going to be, but it won't be much more complicated than what we talked about. And we're expecting
to get it, we're not expecting this to take long.",152,12,39,0.6,guidance
Citigroup,Second,OPERATOR,MODERATOR,"The next question is from Betsy Graseck with Morgan Stanley. Your line is now open. Please go
ahead.",18,12,40,0.6,qa_session
Citigroup,Second,BETSY GRASECK,OTHER,"Hi good afternoon. So, I know we talked a lot about expenses. I just have one kind of
overarching question here, which is on how we should think about the path of expenses between now and
the medium term, as we have come quite a long way in the simplification process. Maybe if you could give us
a sense as to how far along simplification impact on expenses we are? And overlapping with the regulatory
requirements, do these net out or are we skewed a little bit more towards regulatory requirements being a
bit heavier than what's left on simplification from here? Thanks.",103,12,41,0.6,opening_remarks
Citigroup,Second,MARK MASON,OTHER,"So, thank you, Betsy. I guess I'd say a couple things. So, I think we said it in the past. So, the
target for the medium term, we think 2026 is somewhere around $51 billion to $53 billion of expenses. As
we've said, we'll have about $1.5 billion in savings related to the restructuring that we've done and another
$500 million to $1 billion related to net expense reductions from eliminating the stranded costs as well as
additional productivity over that medium-term period. And so, we've made, I think, very good headway, as
Jane has mentioned, in the org simplification and the restructuring charges associated with that. Those
saves will have started to generate. Some of those saves in the early part of that, meaning this year, will likely
be offset by continued investment that we're making in areas of the business like transformation, but also in
business-led or driven growth. And you should expect in terms of the trend that we would have a downward
trend towards 2026 in achieving that range.",173,12,42,0.6,opening_remarks
Citigroup,Second,JANE FRASER,OTHER,"And I just want to reiterate, we remain confident that we will meet our 11% to 12% RoTCE
target over the medium term. And we've got the, we have the ability to manage the different elements we've
been talking about today, making sure that we're investing sufficient resources into the transformation so
we can be on track with that, as well as in our businesses, as well as the return of capital to our shareholders.
So, we feel confident around that and good about it, we can manage this.",89,12,43,0.6,general_discussion
Citigroup,Second,MARK MASON,OTHER,"Yeah, I think that's a great point, Jane. Look, the reality is, as was pointed out earlier, we
spent about $3 billion last year, a little bit under that, on the transformation-related work. And the plan has
Copyright © 2024 Citigroup Inc. 12",43,12,44,0.6,general_discussion
Citigroup,Second,BETSY GRASECK,OTHER,Okay. Great. Thank you very much. Appreciate that.,8,13,45,0.6,opening_remarks
Citigroup,Second,OPERATOR,MODERATOR,The next question is from Vivek Juneja with JPMorgan. Your line is now open. Please go ahead.,17,13,46,0.6,qa_session
Citigroup,Second,VIVEK JUNEJA,OTHER,"Hi. Let me just clarify this, Mark and Jane, just to make sure that we all have it right. The $53.5
billion to $53.8 billion does not include anything thus far on what you think you may need to spend on the
Resource Review Plan, meaning what additional resources you would have to put to fix the consent order.
Am I right there?",63,13,47,0.6,general_discussion
Citigroup,Second,JANE FRASER,OTHER,"No, you're not right. So, I think as you've heard us talk about, Vivek, for a while now, that we
knew the areas that we were behind in elements of our transformation program and that we began
addressing those and making the investments. Some of that's in people. Some of that is in technology spend.
It's using different tools and capabilities to get areas addressed earlier and we began that earlier in the year
and you saw that acknowledged as well by our regulators who pointed to the fact that we've already begun
addressing the areas that we're behind.
Mark?",100,13,48,0.6,general_discussion
Citigroup,Second,MARK MASON,OTHER,"That's right, Jane, and what you have heard is that despite having to spend more, some $250
million or so more, we're not changing the guidance, right. And so, we have, as Jane mentioned, we have
worked on areas already that we've needed to and we have looked for ways to absorb that and are doing so
within our guidance.",60,13,49,0.6,guidance
Citigroup,Second,VIVEK JUNEJA,OTHER,"Okay. So, going forward, even though this plan is still to be sort of put together and approved
by the regulators, we should not expect any change to this expense guidance?",31,13,50,0.6,guidance
Citigroup,Second,MARK MASON,OTHER,"Look, the plan, the Resource Review Plan, as Jane mentioned, is what we're working through
now with the regulators. That will be a process for demonstrating to them that we are spending and
allocating the appropriate resources to accomplishing the commitments that we have. Appropriate
resources can range from people to technology to enhancing our processes and ensuring better execution.
If you think about what that will entail, it will entail areas where we are delayed or behind as we identify those
areas, being able to tease out the root cause of any delay and ensure that we've got proper funding allocated
Copyright © 2024 Citigroup Inc. 13",108,13,51,0.6,general_discussion
Citigroup,Second,OPERATOR,MODERATOR,"The next question is from Matt O'Connor with Deutsche Bank. Your line is now open. Please go
ahead.
: Hi. Apologies if I missed it in the opening remarks, but what drove the decline in credit
card revenues from 1Q to 2Q? Looks like they were down about 6% in aggregate even though average loans
went up, spending went up. What was the driver of that?",66,14,52,0.6,financial_results
Citigroup,Second,MARK MASON,OTHER,Seasonality playing through there sequentially. Yeah.,6,14,53,0.6,general_discussion
Citigroup,Second,JANE FRASER,OTHER,"I think if you look year-over-year, you'll be able to see a pretty common trend there. The
consumer is slowing in some of the, in the spend, as Mark had referred to, Matt. And a lot of the spending
and the growth areas we are seeing and underlying numbers is being driven by the affluent customer.",56,14,54,0.6,general_discussion
Citigroup,Second,MARK MASON,OTHER,"Yeah. I think there's also the dynamic on the CRS of the reward or across the portfolio of
rewards playing through from one quarter to the other, so the combination of those things are playing
through the revenue line there.",40,14,55,0.6,financial_results
Citigroup,Second,JANE FRASER,OTHER,"But nothing that's particularly worrying us, Matt.
: Okay. And then just separately on the very early kind of part of the prepared remarks, you
talked about the dividends being capped in terms of what could be upstream from the bank to the holding
company because of the OCC that came out this week. For all intents and purposes, like does that impact
how you run the company or subsidiary or impact liquidity or capital? I understood the comment, no change
to dividends or buybacks at the holding company, but is there any impact from that that we would notice on
the outside? Thank you.",105,14,56,0.6,opening_remarks
Citigroup,Second,JANE FRASER,OTHER,"Look, let's be clear, this action does not impact our ability to return capital to our
shareholders. The dividends that are referenced are just intercompany payments from CBNA to the parent.
So, first of all, don't confuse what a dividend is here. We will, it's not going to impact how we run the company,
the subsidiary, the capital, the liquidity at all and the dividends are not capped.",68,14,57,0.6,general_discussion
Citigroup,Second,MARK MASON,OTHER,"Yeah, I think, Jane, that's right. And I think let's not lose sight of the purpose of the orders
that are there and the purpose of the orders that are there are to ensure that we're funding and allocating the
effort appropriately, right.
So, the regulators want essentially the same thing we want, right, is for us to get this done, right, and so that
is the primary objective. The reference to the dividending from out of CBNA up to the parent is certainly
referenced there between now and establishing that Resource Review Plan. But as Jane mentions, that does
not constrain the parent from doing the things that it will need to do. And as opposed to, it's not a cap. What
it is, is that anything above the debt service of the parent or the preferred dividends and other
nondiscretionary obligations would require a non-objection from the OCC.
Copyright © 2024 Citigroup Inc. 14",156,14,58,0.6,general_discussion
Citigroup,Second,JANE FRASER,OTHER,"Until the Resource Plan is agreed and as you'll have seen, the Resource Plan needs to be
submitted within 30 days, and as I indicated, we're working on that one and not anticipating that to be a
problem.",38,15,59,0.6,general_discussion
Citigroup,Second,OPERATOR,MODERATOR,The next question is from Saul Martinez with HSBC. Your line is now open. Please go ahead.,17,15,60,0.6,qa_session
Citigroup,Second,SAUL MARTINEZ,OTHER,"Hi. Good afternoon. Thanks for taking my question. Just, I guess I just want to follow up
on the latter question. I just want to be very clear. So, what you're saying is that the requirement that CBNA
receive a non-objection before dividending upstream to the parent, that does not impact how you think
about your capital flexibility, how you think about it doesn't restrict you in any way and shouldn't impact,
for example, your ability to benefit from, for example, a Basel Endgame rule that is softened or some of the
benefits, Mark, that you talked about in terms of simplification. So, you don't see this impacting your ongoing
level of capital flexibility and your ability to repurchase stock going forward if some of these things actually
do play out?",131,15,61,0.6,opening_remarks
Citigroup,Second,SAUL MARTINEZ,OTHER,Fair enough. That was as clear as can be.,9,15,62,0.6,general_discussion
Citigroup,Second,SAUL MARTINEZ,OTHER,"Second question on, I just want to follow up on USPB. I still I get the point that you're
seeing a normalization in losses in Cards. But even if I adjust for reserve builds, your RoTCE is still single
digits. I would think even at these NCL levels, your Cards business is pretty profitable. You're a scale player,
you're above sort of pre-pandemic levels, but not I don't know if I, it doesn't seem like it's that much higher
by a dramatic amount. It would seem to imply that the Retail Bank is a huge drag on profitability, even
maybe even losing money, I don't know. But can you just talk about what you can do to sort of improve the
Retail Bank profitability and just give anymore color that you can in terms of the path to get to that high-teen
RoTCE you talked about?",146,15,63,0.6,financial_results
Citigroup,Second,JANE FRASER,OTHER,"Yeah, let me kick off there, and let's say, look, clearly, we're very focused on improving the
returns in USPB to get us to the high-teens level over the medium term and you've seen us generating healthy
positive operating leverage this quarter. We've had a number of quarters of good revenue growth. And as
Mark said, we're at the low point of the credit cycle and we knew this year, we would see the pressure on
returns from the elevated NCLs and some of the industry headwinds we've talked about. But as the NCL rates
approach steady state levels and the mitigating actions that all of us have been putting in place against the
industry headwinds, as those take hold, we expect the returns will improve and support the firm-wide
medium-term targets.
In the Retail Bank, we're continuing to focus on growing share in our six core markets and we're doing that,
leveraging our physical and digital assets. It plays an important role in enabling the wealth continuum and
the growth that we're looking at in our Wealth franchise. We're continuing to improve our operating
efficiency, being very disciplined in expense management and managing carefully the branch and digital
productivity of the Retail Bank network. But we're at the high point of the credit cycle. It's driving the low
point for USPB, and as I said in my remarks, we're expecting to see those returns improve from here.",238,15,64,0.6,financial_results
Citigroup,Second,OPERATOR,MODERATOR,"The next question is from Steven Chubak with Wolfe Research. Your line is now open. Please go
ahead.
Copyright © 2024 Citigroup Inc. 15",24,15,65,0.6,qa_session
Citigroup,Second,STEVEN CHUBAK,OTHER,"Hi. Good afternoon. So, Mark, I have a fairly technical question on DTA utilization and
specifically the NOLs. The deduction is still fairly significant at $12 billion. It roughly equates to about 10% of
your market cap. And the good news here, I suppose, is that it should come back into capital over time, but
we've seen very little utilization over the past two years despite the firm being profitable. And so wanted to
better understand this, what's constraining your ability to utilize those DTAs and are there catalysts on the
horizon that could help accelerate that utilization beyond organic earnings generation?",102,16,66,0.6,opening_remarks
Citigroup,Second,MARK MASON,OTHER,"Yes. Thank you. So, I'm going to give you a very simple answer to a very complicated question.
It really comes down to driving US income, right. And so, we are focused on not just all of the things that
we've mentioned, but driving higher income in the US. That allows for us to utilize the disallowed DTA. We
saw some of that in the quarter and we expect to see more of it as we move through the medium term, but
that is the major driver of that utilization.",90,16,67,0.6,opening_remarks
Citigroup,Second,JANE FRASER,OTHER,"And we have many of our business heads very much focused around that opportunity as well.
So, winning in the US is a very important leg, for example, of the strategy that Vis is refreshing. Similarly, we
see opportunities from the Commercial Bank. We see it in Wealth. We see it in, obviously in US Personal
Banking and in Services. So, we're very, we're focused from a business strategy point of view on this, not just
from the financial side.",80,16,68,0.6,general_discussion
Citigroup,Second,STEVEN CHUBAK,OTHER,"Thank you, both, for that color. Maybe just a quick follow-up just on the Retail Services
business. We are seeing some evidence that your competitors in this space have been more aggressive
leading with price in an effort to win some new mandates. And was hoping you could just speak to what
you're seeing across the competitor set and your appetite or willingness to potentially offer better economics
in response to increased competition from some of your peers.",78,16,69,0.6,opening_remarks
Citigroup,Second,JANE FRASER,OTHER,"I think you'll be delighted to hear that we're very focused on returns rather than just on
revenues. So, when we enter into discussions with a partner who may be a new RFP for their portfolio or
looking at new ones such as the one we just agreed with Dillard's, it's all about the returns and the profile of
the business rather than the revenue side of things. And it's a shift probably from some other ways in the
past, but I'm very pleased with how disciplined the team is being around this and we're seeing the benefits
of it.",100,16,70,0.6,financial_results
Citigroup,Second,MARK MASON,OTHER,"Yeah. And that may be different from what you hear and see from other players in the space.
But as Jane mentioned, we're keenly focused on ensuring that, yes, we have a good partnership, but that
we're generating an appropriate return. That's part of achieving our medium-term targets. And as you know,
since you brought up Retail cards, I mean, when we think about how CECL works and the reserves you have
to establish for these partnerships, we're establishing full, lifetime reserves that's on the balance sheet where
ultimately we end up splitting those through the partner sharing economics. So, it's another important
consideration as we think about expanding and taking on these relationships and renegotiating
partnerships to making sure that returns make good sense for us.",127,16,71,0.6,general_discussion
Citigroup,Second,JANE FRASER,OTHER,"Yeah. And Mark and I have no problem saying no to revenue that doesn't come at the right
returns and being very disciplined around that.",25,16,72,0.6,financial_results
Citigroup,Second,OPERATOR,MODERATOR,The next question is from Vivek Juneja with JPMorgan. Your line is now open. Please go ahead.,17,16,73,0.6,qa_session
Citigroup,Second,VIVEK JUNEJA,OTHER,"Hi. Sorry, just to follow up on this whole consent order stuff, Jane. What do you think this
does in terms of timing, how much longer for you to sort of get this past you? Are you talking couple of years?
Is it now longer by a year? Any sense of that? Any sense of helping us think through that?",60,16,74,0.6,general_discussion
Citigroup,Second,JANE FRASER,OTHER,"Look, in terms of the consent order and the areas we've had delays, there are four areas to the
Copyright © 2024 Citigroup Inc. 16",25,16,75,0.6,general_discussion
Citigroup,Second,OPERATOR,MODERATOR,"The final question comes from the line of Mike Mayo with Wells Fargo. Your line is now open.
Please go ahead.",21,17,76,0.6,qa_session
Citigroup,Second,MIKE MAYO,OTHER,"Hi. Just two clarifications. So, this is a very high-profile amendment to the consent order. And
I think what I hear you saying that if you can confirm, your risk compliance and controls are getting passing
grade. It's really the data and as it relates to the data, you're talking about 11,000 regulatory reports, some
which had 750,000 lines of data. Is that really the scope of what you need to fix? Because people see this
externally and say, hey, you're failing in terms of overall controls and resiliency. But I think I hear you saying
it's really more about just the data and the regulatory reporting, which is important, but more of a slice of a
broader picture. Is that correct?",122,17,77,0.6,risk_discussion
Citigroup,Second,JANE FRASER,OTHER,"Yeah, Mike, maybe I just maybe I you're asking a great and it's an important question, so
maybe I try and explain what the data elements because it's an area that Mark and I have pointed to. So, first
of all, we use data all over the firm. We use it to deliver 72 million customer statements every month. Our
corporate clients, as you heard about at our Services Investor Day, access account data real-time across
multiple countries on CitiDirect. And we're moving $5 trillion roughly per day for those clients around the
world. We trade billions of dollars in a millisecond on our trading platforms. We can see our liquidity positions
real-time around the world. This can only be done if you've got pretty pristine data and highly automated
ecosystems.
So, but what is the transformation doing? What it is doing is simplifying how data moves through the firm
and it's about upgrading the management and governance over those flows. And as I've said, we're doing a
strategic overhaul of large parts of our infrastructure, so what are we doing?
We're making sure we're capturing data accurately using smart tools and automation. We'll often talk about
this smart system, makes sure there's no errors when we book a trade. We've seen our error rate down 85%
as a result of it. We're housing our upstream data in two standardized repositories, they're the golden
sources, an in-person data hub which you've heard me talk about a few times and they're a golden source
now for all of the downstream data use, populating the thousands of regulatory reports Mark talked about
and other areas. And what a single repository means is that the data models, the data quality rules, the
controls you put in place that govern and manage that data, they all sit in one place rather than being
distributed all over the firm as they have been historically.
Mark's been investing in building a standardized reporting infrastructure. You've heard us talk about a single
full suite reporting ledger versus the six or so reporting ledgers that we had in the past. And we're delivering
all of this through consolidated systems, through the automation and streamlining of data flows, so instead
of being in multiple pipes, the flows go through single pipes. So, it's a, sorry to get a bit plumber on you for a
Copyright © 2024 Citigroup Inc. 17",401,17,78,0.6,qa_session
Citigroup,Second,MIKE MAYO,OTHER,"Yeah, just to say real short follow-up to that. So you're doing all this great stuff, but you still fell
short, just in like one sentence, despite doing all of this great stuff that you described, the regulator still said
you didn't get it done. Why, after doing all that, didn't you get it done in the eyes of the regulators and why
will it be fixed now? Just like a one sentence explanation for that if you have it.",80,18,79,0.6,general_discussion
Citigroup,Second,JANE FRASER,OTHER,"I always said that a transformation of this magnitude over multiple years would not be linear.
We have many steps forward. We have setbacks. We adjust, we learn from them, we move forward and we
get back on track.",39,18,80,0.6,general_discussion
Citigroup,Second,MARK MASON,OTHER,"And Mike, if I could just put one number into context because you played back the 11,000,
which was a number of global regulatory reports across the landscape here. There are probably 15 to 30 that
are core US reports that are pivotal to our US regulators and a lot of what we're discussing here is about
ensuring that we're prioritizing the data that impacts those 15 to 30 reports as we work through this.",75,18,81,0.6,general_discussion
Citigroup,Second,OPERATOR,MODERATOR,There are no further questions. I will now turn the call over to Jenn Landis for closing remarks.,18,18,82,0.6,qa_session
Citigroup,Second,JENNIFER LANDIS,OTHER,"Thank you all for joining us. Please let us know if you have any follow-up questions.
Thank you.",18,18,83,0.6,opening_remarks
Citigroup,Second,OPERATOR,MODERATOR,"This concludes Citi's Second Quarter 2024 Earnings Call. You may now disconnect.
Copyright © 2024 Citigroup Inc. 18",18,18,84,0.6,financial_results
Citigroup,Second,Unknown Speaker,Unknown,"T R A N S C R I P T
Citi Second Quarter 2024 Earnings Call
July 12, 2024
Certain statements in this transcript are ""forward-looking statements"" within the meaning of the U.S.
Private Securities Litigation Reform Act of 1995. These statements may be identified by words such as
believe, expect, anticipate, intend, estimate, may increase, may fluctuate, target, illustrative and similar
expressions or future or conditional verbs such as will, should, would and could. These statements are
based on management's current expectations and are subject to uncertainty and changes in circumstances
and are not guarantees of future results or occurrences. Actual results and capital and other financial
condition may differ materially from those included in these statements due to a variety of factors. These
factors may include, among others, the execution and efficacy of Citi's transformation, simplification and
other strategic and other initiatives, including those related to its investment, expense and capital-related
actions; the potential outcomes of the extensive legal and regulatory proceedings, examinations,
investigations, consent orders and related compliance efforts and other inquiries to which Citi is or may be
subject; ongoing regulatory and legislative uncertainties and changes, including changes in regulatory
capital rules; macroeconomic, geopolitical and other challenges and uncertainties, including those related
to economic growth, inflation and interest rates; and the precautionary statements included in this
transcript. These factors also consist of those contained in Citigroup's filings with the U.S. Securities and
Exchange Commission, including without limitation the ""Risk Factors"" section of Citigroup's 2023 Form 10-
K. Any forward-looking statements made by or on behalf of Citigroup speak only as to the date they are
made, and Citi does not undertake to update forward-looking statements to reflect the impact of
circumstances or events that arise after the date the forward-looking statements were made.
Copyright © 2024 Citigroup Inc. 19",303,19,85,0.3,financial_results
