row_heading,row_number,preceding_quarter_trend_summary,year_on_year_quarter_trend_summary,current_quarter_value,preceding_quarter_value,prev_year_same_quarter_value,preceding_year_trend_summary,current_year_value,preceding_year_value,unit,page,section,reporting_period,date_of_presentation
Intangible Assets (other than Mortgage Servicing Rights),3,,,3636.0,3730.0,3974.0,,,,MM USD,26,Financial Results,Q1_2024,2024-04-12
Goodwill and Identifiable Intangible Assets Related to Assets Held-for-Sale,4,,,,,246.0,,,,MM USD,26,Financial Results,Q1_2024,2024-04-12
Tangible Common Equity (TCE),5,,,165307.0,164025.0,163948.0,,,,MM USD,26,Financial Results,Q1_2024,2024-04-12
Common Shares Outstanding (CSO),6,,,1907.4,1903.1,1946.8,,,,MM,26,Financial Results,Q1_2024,2024-04-12
Tangible Book Value Per Share (TCE/CSO),7,,,86.67,86.19,84.21,,,,USD,26,Financial Results,Q1_2024,2024-04-12
Citigroup Net Income,1,,,3371.0,,,,,,MM USD,26,Financial Results,Q1_2024,2024-04-12
Preferred Stock Dividends,2,,,279.0,,,,,,MM USD,26,Financial Results,Q1_2024,2024-04-12
Net Income Available to Common Shareholders,3,,,3092.0,,,,,,MM USD,26,Financial Results,Q1_2024,2024-04-12
Average Common Equity,4,,,188001.0,,,,,,MM USD,26,Financial Results,Q1_2024,2024-04-12
Average Goodwill and Intangibles,5,,,-23335.0,,,,,,MM USD,26,Financial Results,Q1_2024,2024-04-12
Average TCE,6,,,164666.0,,,,,,MM USD,26,Financial Results,Q1_2024,2024-04-12
RoTCE,7,,,7.6,,,,,,%,26,Financial Results,Q1_2024,2024-04-12
Services,1,,,24.1,,,,,,%,26,Financial Results,Q1_2024,2024-04-12
Markets,2,,,10.4,,,,,,%,26,Financial Results,Q1_2024,2024-04-12
Banking,3,,,9.9,,,,,,%,26,Financial Results,Q1_2024,2024-04-12
Wealth,4,,,4.6,,,,,,%,26,Financial Results,Q1_2024,2024-04-12
USPB,5,,,5.5,,,,,,%,26,Financial Results,Q1_2024,2024-04-12
All Other (Managed Basis),6,,,,,,,,,%,26,Financial Results,Q1_2024,2024-04-12
Reconciling Items,7,,,,,,,,,%,26,Financial Results,Q1_2024,2024-04-12
Citigroup,8,,,7.6,,,,,,%,26,Financial Results,Q1_2024,2024-04-12
Total Revenues - as Reported,1,Increased by 21% from the preceding quarter.,Decreased by 2% from the same quarter last year.,21104.0,17440.0,21447.0,,,,MM USD,27,Footnotes,Q1_2024,2024-04-12
Total revenues - Ex-FX,2,Increased by 23% from the preceding quarter.,Decreased by 0% from the same quarter last year.,21104.0,17136.0,21123.0,,,,MM USD,27,Footnotes,Q1_2024,2024-04-12
Total operating expenses - as reported,3,Decreased by 11% from the preceding quarter.,Increased by 7% from the same quarter last year.,14195.0,15996.0,13289.0,,,,MM USD,27,Footnotes,Q1_2024,2024-04-12
Total operating expenses - Ex-FX,4,Decreased by 11% from the preceding quarter.,Increased by 7% from the same quarter last year.,14195.0,15970.0,13302.0,,,,MM USD,27,Footnotes,Q1_2024,2024-04-12
Total EBT - as reported,5,,Decreased by 27% from the same quarter last year.,4544.0,-2103.0,6183.0,,,,MM USD,27,Footnotes,Q1_2024,2024-04-12
Total EBT - Ex-FX,6,,Decreased by 22% from the same quarter last year.,4544.0,-2132.0,5835.0,,,,MM USD,27,Footnotes,Q1_2024,2024-04-12
Mexico Revenues - as reported,1,Increased by 8% from the preceding quarter.,Increased by 21% from the same quarter last year.,1571.0,1460.0,1294.0,,,,MM USD,27,Footnotes,Q1_2024,2024-04-12
Mexico Revenues - Ex-FX,2,Increased by 5% from the preceding quarter.,Increased by 14% from the same quarter last year.,1571.0,1496.0,1381.0,,,,MM USD,27,Footnotes,Q1_2024,2024-04-12
Mexico Expenses - as reported,3,Increased by 5% from the preceding quarter.,Increased by 23% from the same quarter last year.,1193.0,1136.0,970.0,,,,MM USD,27,Footnotes,Q1_2024,2024-04-12
Mexico expenses - Ex-FX,4,Increased by 2% from the preceding quarter.,Increased by 15% from the same quarter last year.,1193.0,1167.0,1041.0,,,,MM USD,27,Footnotes,Q1_2024,2024-04-12
Total Citigroup Revenues - As Reported,1,,,21104.0,17440.0,21447.0,,,,MM USD,28,Footnotes,Q1_2024,2024-04-12
Total Citigroup Revenues - Excluding Divestiture-Related Impacts,2,,,21116.0,17502.0,20429.0,,,,MM USD,28,Footnotes,Q1_2024,2024-04-12
Total Citigroup Net Interest Income (NII) - As Reported,3,,,13507.0,13824.0,13348.0,,,,MM USD,28,Footnotes,Q1_2024,2024-04-12
Total Citigroup NII Ex-Markets,4,,,11794.0,11830.0,11786.0,,,,MM USD,28,Footnotes,Q1_2024,2024-04-12
Total Citigroup Operating Expenses - As Reported,5,,,14195.0,15996.0,13289.0,,,,MM USD,28,Footnotes,Q1_2024,2024-04-12
"Total Citigroup Operating Expenses, Excluding FDIC Special Assessment",6,,,13944.0,14290.0,13289.0,,,,MM USD,28,Footnotes,Q1_2024,2024-04-12
"Total Citigroup Operating Expenses, Excluding Divestiture Impacts & FDIC Special Assessment",7,,,13834.0,14184.0,13216.0,,,,MM USD,28,Footnotes,Q1_2024,2024-04-12
Banking Corporate Lending Revenues - As Reported,1,Change is not meaningful.,Increased by 68% from the same quarter last year.,811.0,290.0,484.0,,,,MM USD,28,Footnotes,Q1_2024,2024-04-12
Banking Corporate Lending Revenues - Excluding Gain/(loss) on loan hedges,2,Change is not meaningful.,Increased by 34% from the same quarter last year.,915.0,421.0,683.0,,,,MM USD,28,Footnotes,Q1_2024,2024-04-12
Legacy Franchises (Managed Basis),1,Increased by 6% from the preceding quarter.,,1814.0,1708.0,1805.0,,,,millions USD,29,Footnotes,Q1_2024,2024-04-12
Corporate / Other,2,Increased by 76% from the preceding quarter.,Decreased by 30% from the same quarter last year.,571.0,324.0,812.0,,,,millions USD,29,Footnotes,Q1_2024,2024-04-12
Total revenues,3,Increased by 17% from the preceding quarter.,Decreased by 9% from the same quarter last year.,2385.0,2032.0,2617.0,,,,millions USD,29,Footnotes,Q1_2024,2024-04-12
Total operating expenses,4,Decreased by 40% from the preceding quarter.,Increased by 18% from the same quarter last year.,2668.0,4455.0,2254.0,,,,millions USD,29,Footnotes,Q1_2024,2024-04-12
Net credit losses,5,Increased by 6% from the preceding quarter.,Increased by 26% from the same quarter last year.,249.0,236.0,198.0,,,,millions USD,29,Footnotes,Q1_2024,2024-04-12
Net ACL build / (release),6,Change is not meaningful.,Change is not meaningful.,-98.0,82.0,-38.0,,,,millions USD,29,Footnotes,Q1_2024,2024-04-12
Other provisions,7,Decreased by 76% from the preceding quarter.,Decreased by 88% from the same quarter last year.,34.0,142.0,286.0,,,,millions USD,29,Footnotes,Q1_2024,2024-04-12
Total cost of credit,8,Decreased by 60% from the preceding quarter.,Decreased by 59% from the same quarter last year.,185.0,460.0,446.0,,,,millions USD,29,Footnotes,Q1_2024,2024-04-12
EBT,9,Increased by 84% from the preceding quarter.,Change is not meaningful.,-468.0,-2883.0,-83.0,,,,millions USD,29,Footnotes,Q1_2024,2024-04-12
Net income (loss),10,Increased by 80% from the preceding quarter.,Change is not meaningful.,-457.0,-2240.0,198.0,,,,millions USD,29,Footnotes,Q1_2024,2024-04-12
"All Other Revenues, Managed Basis",1,Increased by 17% from the preceding quarter.,Decreased by 9% from the same quarter last year.,2385.0,2032.0,2617.0,,,,MM USD,30,Footnotes,Q1_2024,2024-04-12
"All Other Revenues, (U.S. GAAP)",2,Increased by 20% from the preceding quarter.,Decreased by 35% from the same quarter last year.,2373.0,1970.0,3635.0,,,,MM USD,30,Footnotes,Q1_2024,2024-04-12
"All Other Operating Expenses, Managed Basis",3,Decreased by 40% from the preceding quarter.,Increased by 18% from the same quarter last year.,2668.0,4455.0,2254.0,,,,MM USD,30,Footnotes,Q1_2024,2024-04-12
"All Other Operating Expenses, (U.S. GAAP)",4,Decreased by 39% from the preceding quarter.,Increased by 19% from the same quarter last year.,2778.0,4561.0,2327.0,,,,MM USD,30,Footnotes,Q1_2024,2024-04-12
"All Other Cost of Credit, Managed Basis",5,Decreased by 60% from the preceding quarter.,Decreased by 59% from the same quarter last year.,185.0,460.0,446.0,,,,MM USD,30,Footnotes,Q1_2024,2024-04-12
"All Other Cost of Credit, (U.S. GAAP)",6,Decreased by 54% from the preceding quarter.,Decreased by 55% from the same quarter last year.,196.0,430.0,438.0,,,,MM USD,30,Footnotes,Q1_2024,2024-04-12
"All Other EBT, Managed Basis",7,Increased by 84% from the preceding quarter.,Change is not meaningful.,-468.0,-2883.0,-83.0,,,,MM USD,30,Footnotes,Q1_2024,2024-04-12
"All Other EBT, (U.S. GAAP)",8,Increased by 80% from the preceding quarter.,Change is not meaningful.,-601.0,-3021.0,870.0,,,,MM USD,30,Footnotes,Q1_2024,2024-04-12
"All Other Net Income (Loss), Managed Basis",9,Increased by 80% from the preceding quarter.,Change is not meaningful.,-457.0,-2240.0,198.0,,,,MM USD,30,Footnotes,Q1_2024,2024-04-12
"All Other Net Income (Loss), (U.S. GAAP)",10,Increased by 77% from the preceding quarter.,Change is not meaningful.,-551.0,-2351.0,846.0,,,,MM USD,30,Footnotes,Q1_2024,2024-04-12
